neighbors_probability,node_on_path,infected
0.2222222222222222,1,False
0.5,1,True
0.6666666666666666,0,False
0.5,0,False
0.5,0,False
0.6666666666666666,0,False
1.0,0,False
0.6,0,True
1.0,0,False
1.0,0,False
0.5,0,False
1.0,0,True
0.6666666666666666,0,False
1.0,0,False
0.5,0,False
0.6666666666666666,1,False
0.3333333333333333,0,False
0.75,0,False
0.6666666666666666,1,True
0.6875,1,True
0.9,1,True
0.6666666666666666,0,False
0.0,0,False
1.0,0,True
0.5,0,False
0.5,0,True
0.5,0,False
0.5,0,False
0.6,1,True
1.0,0,False
0.5,1,False
0.7647058823529411,1,True
0.6666666666666666,0,False
0.5,1,False
1.0,0,True
0.5,0,False
0.3333333333333333,0,False
1.0,0,True
1.0,0,False
0.5,0,False
0.5,0,False
0.6666666666666666,0,True
1.0,0,False
0.5,0,False
0.3333333333333333,0,False
0.6666666666666666,1,False
0.5,1,True
0.75,1,False
0.75,0,False
0.5882352941176471,1,True
