neighbors_probability,node_on_path,infected
0.3333333333333333,1,True
0.5,0,False
0.25,1,False
0.5,0,False
0.4,1,False
0.5,0,False
0.6666666666666666,0,True
1.0,0,False
0.5,0,False
0.4,0,False
0.0,0,False
0.0,0,False
0.5,0,False
0.0,0,False
0.3333333333333333,0,False
0.0,0,False
0.5,0,False
0.0,0,False
0.2,1,False
0.3333333333333333,0,False
0.0,1,False
0.0,0,False
0.0,1,False
0.0,0,False
0.3333333333333333,1,False
0.16666666666666666,1,True
0.17647058823529413,1,True
0.4,1,False
0.3333333333333333,0,False
1.0,0,True
1.0,1,True
0.5,0,False
0.4,1,False
0.0,0,False
1.0,0,True
0.5,0,False
0.4,0,False
0.5,0,False
0.5,0,True
0.6666666666666666,0,True
0.5,0,False
1.0,0,False
0.3333333333333333,0,False
0.5,0,True
0.47058823529411764,1,True
0.3125,1,True
0.1111111111111111,1,False
0.16666666666666666,0,False
0.5,1,False
0.25,0,False
0.6,1,False
0.0,0,False
0.0,0,False
0.4,0,False
1.0,0,True
0.5,0,False
0.0,0,False
1.0,0,False
0.3333333333333333,0,True
1.0,0,True
0.0,0,False
0.6,1,False
0.6666666666666666,0,False
0.3333333333333333,1,False
0.5,0,False
1.0,0,True
0.5,1,True
0.5,0,False
