neighbors_probability,node_on_path,infected
0.4444444444444444,1,False
0.6666666666666666,0,False
0.75,0,False
1.0,0,False
0.6666666666666666,0,False
1.0,0,False
1.0,0,False
1.0,0,False
0.5,0,False
0.6666666666666666,0,False
1.0,0,False
0.5,0,False
0.6666666666666666,1,False
0.6666666666666666,0,False
0.75,0,False
0.6666666666666666,1,True
1.0,0,False
1.0,0,False
1.0,0,False
1.0,0,True
1.0,0,False
1.0,0,False
0.6666666666666666,0,False
1.0,1,False
0.8333333333333334,1,True
0.9,1,True
0.6666666666666666,0,False
0.5,1,False
0.5,0,False
0.3333333333333333,0,False
1.0,0,False
1.0,0,False
0.5,0,False
1.0,0,True
1.0,0,False
1.0,0,False
0.6666666666666666,0,False
0.6666666666666666,1,False
1.0,1,False
1.0,0,False
