method,threshold,ACC,recall,PPV,f12,TP,TN,FP,FN,ALL
leiden,,0.9152904723100739,0.18555555555555556,0.09056178026766262,0.1217181195781569,15,4339,143,321,"[1, 0, 1, 2, 2, 2, 1, 2, 4, 160, 169, 113, 583, 485, 483, 795, 764, 787, 13, 12, 9, 18, 15, 15, 23, 18, 20, 1, 2, 1, 8, 8, 8, 99, 98, 96]"
eigenvector,,0.9186442564936114,0.4211111111111111,0.2565221815221815,0.3188283163174225,35,4373,109,301,"[2, 1, 2, 2, 5, 4, 6, 6, 7, 159, 164, 109, 585, 485, 487, 810, 773, 801, 14, 17, 13, 16, 15, 11, 8, 9, 6, 0, 1, 0, 8, 5, 6, 94, 94, 93]"
louvain,,0.9155772995741476,0.19777777777777777,0.08109668109668108,0.11502753918152862,13,4337,145,323,"[1, 1, 1, 2, 0, 0, 2, 2, 4, 162, 170, 113, 582, 480, 480, 798, 763, 789, 11, 11, 9, 19, 20, 18, 20, 19, 18, 1, 1, 1, 8, 10, 10, 98, 98, 96]"
greedy_modularity,,0.9225910349400118,0.16000000000000003,0.19649587884882,0.17637982642230626,19,4389,93,317,"[1, 0, 1, 0, 1, 2, 4, 7, 3, 161, 169, 113, 584, 488, 483, 811, 779, 801, 12, 12, 9, 17, 12, 15, 7, 3, 6, 1, 2, 1, 10, 9, 8, 96, 93, 97]"
label_propagation,,0.8546632363948712,0.37888888888888883,0.10213857193262792,0.1609021238253606,46,4123,359,290,"[1, 2, 1, 3, 4, 4, 12, 8, 11, 140, 149, 98, 562, 452, 448, 775, 734, 765, 33, 32, 24, 39, 48, 50, 43, 48, 42, 1, 0, 1, 7, 6, 6, 88, 92, 89]"
infomap,,0.8694893042396602,0.16222222222222224,0.07257179070397461,0.10028157883519219,34,4147,335,302,"[0, 1, 0, 2, 2, 3, 10, 6, 10, 151, 158, 104, 558, 458, 453, 770, 738, 757, 22, 23, 18, 43, 42, 45, 48, 44, 50, 2, 1, 2, 8, 8, 7, 90, 94, 90]"
surprise_communities,,0.8311717194847588,0.2777777777777778,0.07635852981516274,0.11978835421085707,49,3987,495,287,"[1, 0, 2, 1, 2, 3, 15, 14, 11, 145, 144, 96, 533, 434, 430, 752, 714, 739, 28, 37, 26, 68, 66, 68, 66, 68, 68, 1, 2, 0, 9, 8, 7, 85, 86, 89]"
walktrap,,0.8792967441116919,0.14333333333333337,0.04966224470604128,0.07376599139572339,13,4221,261,323,"[0, 0, 2, 0, 1, 1, 5, 2, 2, 148, 160, 106, 565, 466, 458, 792, 755, 771, 25, 21, 16, 36, 34, 40, 26, 27, 36, 2, 2, 0, 10, 9, 9, 95, 98, 98]"
df_node_similarity,,0.9176417586098226,0.3416666666666666,0.1984414203617102,0.25106388980997474,26,4336,146,310,"[1, 1, 1, 0, 4, 3, 5, 5, 6, 164, 169, 113, 582, 481, 474, 803, 759, 791, 9, 12, 9, 19, 19, 24, 15, 23, 16, 1, 1, 1, 10, 6, 7, 95, 95, 94]"
leiden,0.05,0.29129361513348073,0.928888888888889,0.05212087938172032,0.09870341214266677,281,1007,3475,55,"[2, 2, 2, 10, 9, 10, 83, 81, 82, 54, 58, 52, 113, 130, 125, 165, 144, 166, 119, 123, 70, 488, 370, 373, 653, 638, 641, 0, 0, 0, 0, 1, 0, 17, 19, 18]"
eigenvector,0.05,0.4048864745333054,0.9377777777777779,0.06202014175122826,0.11634573261830487,298,1498,2984,38,"[2, 2, 2, 9, 10, 9, 90, 86, 88, 73, 82, 68, 198, 190, 194, 198, 234, 261, 100, 99, 54, 403, 310, 304, 620, 548, 546, 0, 0, 0, 1, 0, 1, 10, 14, 12]"
louvain,0.05,0.3067588849634933,0.922222222222222,0.052889836542508145,0.10004220981738551,284,1068,3414,52,"[2, 2, 2, 9, 9, 10, 84, 88, 78, 62, 60, 51, 148, 140, 128, 159, 155, 165, 111, 121, 71, 453, 360, 370, 659, 627, 642, 0, 0, 0, 1, 1, 0, 16, 12, 22]"
