method,threshold,ACC,recall,PPV,f12,TP,TN,FP,FN,ALL
leiden,,0.9471864961387817,0.17777777777777773,0.32783389450056116,0.23053890738685406,29,3488,62,142,"[0, 0, 1, 1, 1, 1, 10, 8, 7, 379, 341, 359, 394, 391, 421, 406, 397, 400, 9, 10, 9, 10, 10, 10, 0, 2, 2, 2, 2, 1, 4, 4, 4, 40, 42, 43]"
eigenvector,,0.948067534473275,0.4666666666666667,0.3692480359147026,0.41228070175438597,27,3492,58,144,"[2, 1, 2, 3, 1, 3, 6, 4, 5, 381, 334, 364, 397, 396, 424, 401, 393, 402, 7, 17, 4, 7, 5, 7, 5, 6, 0, 0, 1, 0, 2, 4, 2, 44, 46, 45]"
louvain,,0.944350027856463,0.26222222222222225,0.26551843218509885,0.2638600333215912,25,3480,70,146,"[1, 0, 1, 2, 1, 2, 5, 6, 7, 379, 340, 359, 396, 392, 422, 398, 394, 400, 9, 11, 9, 8, 9, 9, 8, 5, 2, 1, 2, 1, 3, 4, 3, 45, 44, 43]"
greedy_modularity,,0.9456522833619242,0.17111111111111113,0.2257495590828924,0.19466911583167917,17,3492,58,154,"[1, 0, 0, 1, 2, 1, 4, 5, 3, 381, 342, 360, 398, 394, 423, 402, 395, 397, 7, 9, 8, 6, 7, 8, 4, 4, 5, 1, 2, 2, 4, 3, 4, 46, 45, 47]"
label_propagation,,0.9576853801794982,0.17777777777777776,0.5555555555555556,0.2693602693602693,5,3546,4,166,"[1, 0, 1, 1, 1, 1, 0, 0, 0, 388, 350, 368, 404, 401, 431, 405, 398, 401, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 2, 1, 4, 4, 4, 50, 50, 50]"
infomap,,0.957385079879198,0.17777777777777776,0.5,0.2622950819672131,5,3545,5,166,"[1, 0, 1, 1, 1, 1, 0, 0, 0, 388, 350, 367, 404, 401, 431, 405, 398, 401, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 2, 1, 4, 4, 4, 50, 50, 50]"
surprise_communities,,0.7732078020016244,0.06444444444444446,0.015169868384642666,0.024558743411937534,11,2857,693,160,"[0, 0, 0, 2, 0, 0, 1, 6, 2, 314, 282, 297, 321, 323, 346, 329, 327, 318, 74, 69, 71, 83, 78, 85, 77, 72, 84, 2, 2, 2, 3, 5, 5, 49, 44, 48]"
walktrap,,0.8942270277424209,0.11333333333333334,0.03696482955103644,0.055747153108458035,9,3307,243,162,"[1, 0, 0, 0, 1, 1, 3, 2, 1, 364, 333, 340, 371, 373, 392, 383, 377, 374, 24, 18, 28, 33, 28, 39, 23, 22, 28, 1, 2, 2, 5, 4, 4, 47, 48, 49]"
df_node_similarity,,0.9573672571297117,0.3522222222222222,0.5462962962962963,0.42829989923971784,8,3542,8,163,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 387, 349, 368, 403, 401, 430, 405, 398, 401, 1, 2, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 50, 49, 49]"
leiden,0.05,0.38205665158391855,0.9888888888888889,0.06999778028092703,0.130741143848688,166,1286,2264,5,"[2, 2, 2, 5, 5, 5, 49, 48, 48, 129, 89, 100, 130, 117, 154, 198, 187, 182, 259, 262, 268, 274, 284, 277, 208, 212, 220, 0, 0, 0, 0, 0, 0, 1, 2, 2]"
