method,threshold,ACC,recall,PPV,f12,TP,TN,FP,FN,ALL
leiden,,0.9343132573066746,0.08,0.03355780022446689,0.0472820715556434,3,3462,88,168,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 379, 341, 359, 393, 390, 421, 396, 389, 394, 9, 10, 9, 11, 11, 10, 10, 10, 8, 2, 2, 1, 5, 5, 4, 50, 50, 49]"
eigenvector,,0.9355585249947145,0.026666666666666665,0.03973063973063973,0.03191345503718728,3,3468,82,168,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 379, 333, 362, 394, 396, 421, 396, 390, 397, 9, 18, 6, 10, 5, 10, 10, 9, 5, 2, 2, 2, 5, 4, 5, 49, 49, 50]"
louvain,,0.9337530474490203,0.06222222222222223,0.04210480877147544,0.05022389198751722,4,3459,91,167,"[0, 0, 1, 0, 0, 0, 1, 1, 1, 378, 340, 359, 394, 391, 420, 394, 389, 394, 10, 11, 9, 10, 10, 11, 12, 10, 8, 2, 2, 1, 5, 5, 5, 49, 49, 49]"
greedy_modularity,,0.9380224675286704,0.0044444444444444444,0.026234567901234566,0.007601162530739995,2,3477,73,169,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 380, 342, 360, 397, 392, 422, 398, 391, 395, 8, 9, 8, 7, 9, 9, 8, 8, 7, 2, 2, 2, 5, 5, 5, 50, 49, 49]"
label_propagation,,0.9549146190215626,0.0,0.0,0,0,3541,9,171,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 387, 350, 367, 403, 400, 430, 405, 398, 401, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 5, 5, 5, 50, 50, 50]"
infomap,,0.9546143187212623,0.0,0.0,0,0,3540,10,171,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 387, 350, 366, 403, 400, 430, 405, 398, 401, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2, 5, 5, 5, 50, 50, 50]"
surprise_communities,,0.7761307902342034,0.0911111111111111,0.023694409216846162,0.03760836490616892,17,2863,687,154,"[0, 0, 1, 0, 0, 0, 7, 4, 5, 314, 282, 298, 319, 323, 346, 335, 325, 321, 74, 69, 70, 85, 78, 85, 71, 74, 81, 2, 2, 1, 5, 5, 5, 43, 46, 45]"
walktrap,,0.8916779573090344,0.02888888888888889,0.01656596915217605,0.021057042648406105,4,3302,248,167,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 363, 333, 340, 371, 373, 391, 381, 376, 374, 25, 18, 28, 33, 28, 40, 25, 23, 28, 2, 2, 2, 5, 4, 5, 49, 49, 49]"
df_node_similarity,,0.9529804021801012,0.04555555555555555,0.02105240438573772,0.028796977971335083,0,3534,16,171,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 386, 348, 367, 402, 400, 429, 405, 397, 400, 2, 3, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 5, 5, 5, 50, 50, 50]"
leiden,0.05,0.07869881537542575,0.9888888888888887,0.043179558937060554,0.08274603520712048,166,139,3411,5,"[2, 2, 2, 5, 5, 5, 47, 50, 48, 17, 12, 11, 18, 17, 13, 29, 12, 10, 371, 339, 357, 386, 384, 418, 377, 387, 392, 0, 0, 0, 0, 0, 0, 3, 0, 2]"
eigenvector,0.05,0.06856630018273374,0.9977777777777779,0.04333928895214467,0.08307034972918684,170,95,3455,1,"[2, 2, 2, 5, 5, 5, 50, 50, 49, 11, 21, 7, 11, 6, 12, 12, 11, 4, 377, 330, 361, 393, 395, 419, 394, 388, 398, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
louvain,0.05,0.08111804341405979,0.991111111111111,0.043221192835315794,0.08283025540460383,167,144,3406,4,"[2, 2, 2, 5, 5, 5, 48, 48, 50, 17, 27, 13, 12, 13, 18, 16, 12, 16, 371, 324, 355, 392, 388, 413, 390, 387, 386, 0, 0, 0, 0, 0, 0, 2, 2, 0]"
greedy_modularity,0.05,0.07090491192492464,0.9933333333333335,0.04305389212416965,0.08253067024788187,168,107,3443,3,"[2, 2, 2, 5, 5, 5, 49, 49, 49, 10, 12, 14, 12, 9, 18, 13, 9, 10, 378, 339, 354, 392, 392, 413, 393, 390, 392, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
label_propagation,0.05,0.04522326360271972,0.9977777777777779,0.042501696088271736,0.08153049048856416,170,10,3540,1,"[2, 2, 2, 5, 5, 5, 50, 50, 49, 1, 3, 1, 1, 1, 1, 1, 1, 0, 387, 348, 367, 403, 400, 430, 405, 398, 402, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
infomap,0.05,0.045823864203320325,0.9977777777777779,0.042504977986061954,0.08153652888014247,170,12,3538,1,"[2, 2, 2, 5, 5, 5, 50, 50, 49, 1, 3, 3, 1, 1, 1, 1, 1, 0, 387, 348, 365, 403, 400, 430, 405, 398, 402, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
surprise_communities,0.05,0.2467948605828563,0.911111111111111,0.04702105943510831,0.08942693090687011,149,777,2773,22,"[2, 2, 2, 4, 5, 4, 44, 41, 45, 87, 76, 79, 93, 88, 94, 86, 78, 96, 301, 275, 289, 311, 313, 337, 320, 321, 306, 0, 0, 0, 1, 0, 1, 6, 9, 5]"
walktrap,0.05,0.12378193940998575,0.9977777777777779,0.04568124708664661,0.08736276579744753,170,304,3246,1,"[2, 2, 2, 5, 5, 5, 50, 50, 49, 29, 19, 29, 44, 36, 56, 29, 27, 35, 359, 332, 339, 360, 365, 375, 377, 372, 367, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
df_node_similarity,0.05,0.046809571106531465,0.9977777777777779,0.044792453884099775,0.08573602763710081,170,16,3534,1,"[2, 2, 2, 5, 5, 5, 50, 49, 50, 3, 3, 1, 2, 1, 2, 1, 1, 2, 385, 348, 367, 402, 400, 429, 405, 398, 400, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
