neighbors_probability,node_on_path,degree,infected
0.5,0.0,0.00015817779183802593,0
0.9347826086956522,0.43768115942028984,0.0036380892122745965,1
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,0.0002372666877570389,0
1.0,0.0,0.0002372666877570389,0
1.0,0.0,0.00039544447959506484,1
1.0,0.0,7.908889591901297e-05,0
0.5,1.0,0.00015817779183802593,0
0.0,0.0,7.908889591901297e-05,0
1.0,0.0,0.0002372666877570389,0
1.0,0.0,7.908889591901297e-05,0
0.0,0.0,7.908889591901297e-05,0
0.5673758865248227,0.9204660587639311,0.011151534324580829,1
1.0,0.0,7.908889591901297e-05,0
0.8166666666666667,0.4717514124293785,0.004745333755140778,1
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,7.908889591901297e-05,0
0.9285714285714286,0.3516483516483517,0.0011072445428661815,1
0.8140495867768595,0.8625904461438222,0.019139512812401137,1
0.9459459459459459,0.46996996996997,0.00292628914900348,1
1.0,0.0,7.908889591901297e-05,0
0.5,1.0,0.00015817779183802593,0
0.0,0.0,7.908889591901297e-05,0
0.82,0.32979591836734695,0.003954444795950649,1
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,0.00039544447959506484,1
1.0,0.0,7.908889591901297e-05,0
0.0,0.0,7.908889591901297e-05,0
1.0,0.0,7.908889591901297e-05,0
1.0,1.0,0.0002372666877570389,0
0.9230769230769231,0.7948717948717948,0.0010281556469471686,1
1.0,0.0,0.00031635558367605187,0
0.9545454545454546,0.3852813852813853,0.0017399557102182853,1
1.0,0.3333333333333333,0.0004745333755140778,0
0.6666666666666666,0.0,0.0002372666877570389,1
1.0,0.0,0.00015817779183802593,0
0.5,1.0,0.00015817779183802593,0
0.6666666666666666,0.0,0.0002372666877570389,0
0.9245283018867925,0.4941944847605225,0.0041917114837076875,1
1.0,0.0,7.908889591901297e-05,1
1.0,0.0,0.00015817779183802593,0
1.0,0.0,0.00015817779183802593,0
1.0,0.0,7.908889591901297e-05,0
1.0,0.044444444444444446,0.0007908889591901297,1
1.0,0.0,7.908889591901297e-05,0
0.0,0.0,7.908889591901297e-05,0
0.648936170212766,0.7130354609929078,0.029737424865548874,1
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,0.0002372666877570389,1
1.0,0.0,0.00031635558367605187,0
0.9230769230769231,0.2264423076923077,0.005140778234735843,1
0.9230769230769231,0.7938461538461539,0.002056311293894337,1
0.9148936170212766,0.14123606889564336,0.011151534324580829,1
0.9230769230769231,0.0,0.0010281556469471686,1
0.8839285714285714,0.09314671814671814,0.008857956342929452,1
0.8709677419354839,0.1032258064516129,0.0024517557734894018,1
1.0,0.0,0.00015817779183802593,1
0.824468085106383,0.3282127659574468,0.029737424865548874,1
0.75,0.5,0.00031635558367605187,1
0.0,1.0,0.00015817779183802593,0
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,7.908889591901297e-05,0
0.5,1.0,0.00015817779183802593,0
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,0.00015817779183802593,0
1.0,0.0,7.908889591901297e-05,0
0.75,0.5,0.00031635558367605187,0
0.0,0.0,7.908889591901297e-05,0
1.0,0.0,0.00015817779183802593,1
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,0.00015817779183802593,0
0.8536585365853658,0.1024390243902439,0.003242644732679532,1
0.0,0.0,7.908889591901297e-05,0
0.8333333333333334,0.3333333333333333,0.0004745333755140778,0
0.8787878787878788,0.07505827505827506,0.005219867130654856,1
0.9264705882352942,0.046532045654082525,0.005378044922492882,1
1.0,0.0,7.908889591901297e-05,0
1.0,1.0,0.00015817779183802593,0
1.0,0.24444444444444444,0.0007908889591901297,1
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,0.00015817779183802593,0
0.9,0.4,0.0007908889591901297,1
0.9736842105263158,0.004267425320056899,0.0030053780449224928,1
0.9032258064516129,0.12688172043010754,0.0024517557734894018,1
1.0,0.0,7.908889591901297e-05,0
0.0,0.0,7.908889591901297e-05,0
0.5,1.0,0.00015817779183802593,0
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,0.00015817779183802593,0
1.0,0.0,0.0002372666877570389,1
0.7142857142857143,0.09523809523809523,0.0005536222714330908,0
0.6,0.1,0.00039544447959506484,0
0.6666666666666666,0.6666666666666666,0.0002372666877570389,0
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,0.0007118000632711167,1
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,0.00015817779183802593,0
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,0.00015817779183802593,0
0.9333333333333333,0.16892655367231638,0.004745333755140778,1
1.0,0.17316017316017315,0.0017399557102182853,1
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,0.00039544447959506484,1
0.8811881188118812,0.21148514851485148,0.00798797848782031,1
1.0,0.5,0.00031635558367605187,0
1.0,0.0,7.908889591901297e-05,0
0.9259259259259259,0.15384615384615385,0.00213540018981335,1
0.7142857142857143,0.2857142857142857,0.0005536222714330908,1
0.5,1.0,0.00015817779183802593,0
0.75,0.0,0.0006327111673521037,1
0.8928571428571429,0.0,0.002214489085732363,1
0.6666666666666666,0.0,0.0002372666877570389,0
0.8333333333333334,0.13333333333333333,0.0004745333755140778,0
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,0.0002372666877570389,1
1.0,0.0,7.908889591901297e-05,0
1.0,0.3333333333333333,0.0002372666877570389,1
0.5,1.0,0.00015817779183802593,0
0.6666666666666666,0.7333333333333333,0.0004745333755140778,0
1.0,0.0,7.908889591901297e-05,1
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,7.908889591901297e-05,0
0.9545454545454546,0.021645021645021644,0.0017399557102182853,1
1.0,0.0,0.00015817779183802593,0
1.0,0.0,7.908889591901297e-05,0
0.5,1.0,0.00015817779183802593,0
0.0,0.0,7.908889591901297e-05,0
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,0.00015817779183802593,0
1.0,0.0,0.00015817779183802593,0
0.95,0.3684210526315789,0.0015817779183802593,1
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,7.908889591901297e-05,0
0.75,0.8333333333333334,0.00031635558367605187,1
0.8444444444444444,0.5050505050505051,0.0035590003163555838,1
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,0.00015817779183802593,0
1.0,0.0,0.0002372666877570389,0
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,0.00015817779183802593,0
1.0,0.0,0.0002372666877570389,1
1.0,0.3333333333333333,0.0002372666877570389,0
0.5,1.0,0.00015817779183802593,0
0.0,0.0,7.908889591901297e-05,0
1.0,0.0,0.00015817779183802593,0
0.8181818181818182,0.025974025974025976,0.0017399557102182853,1
1.0,0.0,7.908889591901297e-05,0
0.9076923076923077,0.16971153846153847,0.005140778234735843,1
1.0,0.16666666666666666,0.00031635558367605187,1
0.9411764705882353,0.08627450980392157,0.004033533691869661,1
1.0,0.0,0.0005536222714330908,1
0.84375,0.2903225806451613,0.002530844669408415,1
0.9047619047619048,0.12186379928315412,0.004982600442897817,1
0.8,0.0,0.00039544447959506484,1
1.0,0.0,0.00015817779183802593,0
1.0,0.010526315789473684,0.0015817779183802593,1
0.8333333333333334,0.5333333333333333,0.0004745333755140778,1
0.8867924528301887,0.41654571843251087,0.0041917114837076875,1
0.9444444444444444,0.0,0.0014236001265422334,1
0.851063829787234,0.14893617021276595,0.0037171781081936093,1
0.8,0.022222222222222223,0.0007908889591901297,1
0.8888888888888888,0.07373737373737374,0.0035590003163555838,1
0.9,0.2045977011494253,0.002372666877570389,1
1.0,0.0,0.0005536222714330908,0
1.0,0.23809523809523808,0.0005536222714330908,1
1.0,0.0,0.00015817779183802593,0
1.0,0.0,0.00015817779183802593,0
1.0,0.0,7.908889591901297e-05,0
0.8620689655172413,0.0049261083743842365,0.0022935779816513763,1
0.9705882352941176,0.049910873440285206,0.002689022461246441,1
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,0.00015817779183802593,0
1.0,0.0,0.00039544447959506484,1
0.75,0.20526315789473684,0.0015817779183802593,1
1.0,0.0,0.00039544447959506484,1
1.0,0.3333333333333333,0.0007118000632711167,1
1.0,0.0,0.0002372666877570389,1
0.8854166666666666,0.17828947368421053,0.007592534008225245,1
0.6666666666666666,0.0,0.0002372666877570389,1
1.0,0.16666666666666666,0.00031635558367605187,0
1.0,0.058823529411764705,0.002689022461246441,1
1.0,0.0,0.00031635558367605187,0
1.0,0.0,7.908889591901297e-05,0
0.75,0.0,0.00031635558367605187,0
0.875,0.13333333333333333,0.0012654223347042075,1
0.9411764705882353,0.09558823529411764,0.0013445112306232204,1
1.0,0.0,0.00015817779183802593,0
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,7.908889591901297e-05,0
1.0,1.0,0.00015817779183802593,0
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,7.908889591901297e-05,0
0.0,0.0,7.908889591901297e-05,0
0.5,1.0,0.00015817779183802593,0
0.6,0.0,0.00039544447959506484,0
0.6666666666666666,0.0,0.0004745333755140778,1
0.7142857142857143,0.047619047619047616,0.0005536222714330908,1
0.8518518518518519,0.08262108262108261,0.00213540018981335,1
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,7.908889591901297e-05,0
0.8888888888888888,0.28205128205128205,0.00213540018981335,1
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,0.00015817779183802593,0
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,7.908889591901297e-05,0
0.9090909090909091,0.08522727272727272,0.002609933565327428,1
1.0,0.0,7.908889591901297e-05,0
1.0,0.08496732026143791,0.0014236001265422334,1
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,7.908889591901297e-05,0
0.75,0.3333333333333333,0.00031635558367605187,0
1.0,0.0,7.908889591901297e-05,0
1.0,0.0,7.908889591901297e-05,0
0.8,0.0,0.00039544447959506484,0
