method,threshold,ACC,recall,PPV,f12,TP,TN,FP,FN,ALL
leiden,,0.9506046611528869,0.34723338565336254,0.3520833333333333,0.34964154165397715,69,10545,123,459,"[1, 0, 2, 2, 1, 3, 1, 1, 6, 9, 10, 9, 10, 6, 8, 0, 685, 646, 613, 573, 500, 794, 751, 708, 670, 783, 744, 697, 657, 615, 573, 536, 9, 12, 8, 11, 12, 10, 10, 10, 7, 2, 3, 4, 2, 6, 5, 12, 1, 1, 0, 0, 0, 6, 8, 8, 1, 84, 75, 76, 71, 66, 61, 1]"
eigenvector,,0.940278878577233,0.42883976310772604,0.2352280560084004,0.3038097643376186,76,10426,242,452,"[1, 1, 0, 1, 4, 3, 4, 3, 9, 5, 7, 13, 11, 11, 2, 1, 683, 644, 611, 488, 789, 744, 693, 656, 776, 739, 693, 641, 612, 567, 560, 530, 11, 14, 10, 24, 15, 17, 25, 21, 9, 8, 8, 18, 9, 11, 24, 18, 1, 0, 2, 0, 5, 6, 5, 4, 84, 80, 78, 68, 61, 58, 0, 0]"
louvain,,0.9488940533704848,0.34249199666880403,0.30359015984015986,0.3218699014208578,61,10532,136,467,"[0, 0, 2, 1, 1, 3, 3, 3, 3, 7, 9, 5, 8, 8, 7, 1, 683, 647, 610, 535, 502, 796, 751, 709, 669, 781, 741, 694, 654, 614, 574, 572, 11, 11, 11, 13, 10, 8, 10, 9, 8, 4, 6, 7, 5, 7, 4, 12, 2, 1, 0, 0, 0, 6, 6, 6, 4, 86, 76, 80, 73, 64, 62, 1]"
greedy_modularity,,0.9455863784548134,0.12562837823647804,0.23905723905723905,0.16470281154116898,38,10037,119,489,"[0, 0, 1, 2, 3, 3, 1, 5, 3, 3, 7, 5, 5, 0, 0, 684, 648, 611, 796, 752, 710, 667, 781, 739, 694, 655, 616, 571, 575, 538, 10, 10, 10, 8, 9, 8, 10, 4, 8, 7, 4, 5, 7, 9, 10, 2, 1, 1, 7, 6, 6, 6, 88, 82, 82, 74, 67, 64, 2, 1]"
label_propagation,,0.9562610604272399,0.06569999360322801,0.65625,0.11944212531100604,11,10785,6,523,"[0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 693, 657, 621, 804, 761, 718, 676, 634, 785, 747, 701, 659, 621, 578, 583, 547, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 2, 1, 1, 8, 8, 8, 7, 6, 92, 84, 84, 80, 71, 68, 2, 1]"
infomap,,0.9097664977316756,0.46190277381882405,0.2627704846038716,0.3349769411401359,115,9602,554,412,"[0, 1, 1, 1, 1, 6, 7, 5, 1, 24, 20, 13, 14, 19, 2, 693, 606, 574, 500, 804, 710, 668, 624, 785, 709, 663, 611, 580, 539, 536, 1, 52, 47, 48, 0, 51, 50, 53, 0, 38, 38, 48, 41, 39, 48, 2, 0, 1, 0, 8, 3, 2, 2, 92, 61, 65, 68, 58, 50, 0]"
surprise_communities,,0.8182478446544166,0.4290568947610903,0.1052147725456792,0.16898939754378978,208,8528,1628,319,"[1, 0, 0, 1, 6, 6, 3, 7, 38, 32, 30, 32, 29, 23, 0, 580, 545, 515, 453, 677, 638, 598, 560, 661, 640, 595, 564, 532, 488, 482, 114, 113, 106, 95, 127, 123, 120, 117, 124, 107, 106, 95, 89, 90, 102, 1, 1, 2, 0, 3, 3, 6, 0, 55, 53, 55, 49, 43, 46, 2]"
walktrap,,0.8518974281727011,0.10361550257905527,0.01870209872547549,0.03168517593635108,20,9057,1099,507,"[1, 0, 1, 1, 1, 0, 1, 3, 2, 2, 2, 3, 3, 0, 0, 618, 547, 549, 744, 700, 632, 596, 688, 682, 624, 581, 547, 531, 516, 502, 76, 111, 72, 60, 61, 86, 81, 97, 65, 77, 78, 74, 47, 68, 46, 1, 1, 1, 8, 8, 9, 6, 90, 83, 83, 79, 69, 66, 2, 1]"
df_node_similarity,,0.948868077897053,0.29224773073740434,0.4579374098124098,0.3567950405931956,28,10080,76,499,"[0, 0, 0, 1, 2, 2, 1, 0, 3, 4, 2, 2, 6, 5, 0, 691, 652, 618, 542, 800, 757, 708, 671, 777, 746, 698, 656, 618, 572, 574, 3, 6, 3, 6, 4, 4, 10, 6, 8, 1, 3, 3, 3, 6, 10, 2, 1, 2, 0, 7, 7, 8, 7, 90, 81, 83, 79, 66, 64, 2]"
leiden,0.05,0.8599420436745635,0.768590708873285,0.16360476476017943,0.2697826918896108,250,9407,1261,278,"[2, 1, 2, 2, 1, 9, 7, 8, 7, 27, 39, 35, 43, 29, 37, 1, 628, 557, 559, 491, 414, 713, 682, 643, 558, 736, 677, 646, 599, 566, 499, 439, 66, 101, 62, 93, 98, 91, 79, 75, 119, 49, 70, 55, 60, 55, 79, 109, 0, 0, 0, 0, 0, 0, 2, 1, 0, 66, 46, 50, 38, 43, 32, 0]"
